,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,SPREAD
299,211,621f79e143b89009366c8544,2021-07-15T22:00:00.000Z,iviangita#3204,Mount Manu#3530,for all that she does (including teaching me how to do praise transcribing),1,5,13,Tam2140#9361,bends#3537,divine_comedian#5493,6,12
300,226,621f79e143b89009366c8553,2021-07-15T22:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for attending the community call,1,1,13,AmwFund#0979,bends#3537,shawn#7046,5,12
301,401,621f79e143b89009366c8673,2021-07-28T22:00:00.000Z,ZER8🧠#9093,Mount Manu#3530,for devoting 20 minutes to going through our Commons configuration dashboard and providing valuable feedback on how to make it better!,1,13,3,Tam2140#9361,tigeroid#2951,calazki#3961,5,12
302,32,621f79e143b89009366c8484,2021-07-12T22:00:00.000Z,chuygarcia.eth#6692,chuygarcia.eth#6692,for attending Comms WG today <:TEC:835016327542210560>,1,1,13,AmwFund#0979,Vyvy-vi#5040,shawn#7046,5,12
303,563,621f79e143b89009366c8727,2021-07-30T22:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for being a perpetual motion machine,3,8,13,AmwFund#0979,bends#3537,shawn#7046,8,10
304,64,621f79e143b89009366c84af,2021-07-13T22:00:00.000Z,Tam2140#9361,liviade#1387,for reaching out to hatchers and getting their last minute activations!,5,3,13,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,7,10
305,321,621f79e143b89009366c85bd,2021-07-18T22:00:00.000Z,Vyvy-vi#5040,nic#9212,for maintaining this server and being so quick at getting rid of spam 🥳,13,5,3,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,7,10
306,167,621f79e143b89009366c8518,2021-07-15T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for the Impact Hour spreadsheet,3,5,13,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,7,10
307,327,621f79e143b89009366c85c3,2021-07-18T22:00:00.000Z,chuygarcia.eth#6692,"griff (💜, 💜)#8888",for making awesome stickers happen for the TEC,13,3,13,AmwFund#0979,Vyvy-vi#5040,shawn#7046,9,10
308,12,621f79e143b89009366c8470,2021-07-12T22:00:00.000Z,eduardovegap#0422,"griff (💜, 💜)#8888",for working on the List of activated Trusted Seed Addresses so we can hunt down the people wil IH,3,13,3,Tam2140#9361,liviade#1387,Mettodo#7010,6,10
309,428,621f79e143b89009366c868e,2021-07-28T22:00:00.000Z,"griff (💜, 💜)#8888",Zeptimus#3359,for making myself in spain with covid✌️,3,5,13,AmwFund#0979,bends#3537,shawn#7046,7,10
310,484,621f79e143b89009366c86d8,2021-07-30T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for risking their lives to come to EthCC in Paris,8,3,13,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,8,10
311,396,621f79e143b89009366c8668,2021-07-27T22:00:00.000Z,acidlazzer#5796,Mount Manu#3530,for devoting 20 minutes to going through our Commons configuration dashboard and providing valuable feedback on how to make it better! Y VIVA MEXICO ALV,13,3,3,Usua◎ Silver#2618,liviade#1387,calazki#3961,6,10
312,160,621f79e143b89009366c8511,2021-07-15T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,for the honor and integrity with which you express yourself and making everything look so easy,3,5,13,osycross(🦎🦎)#5943,bends#3537,divine_comedian#5493,7,10
313,550,621f79e143b89009366c871a,2021-07-30T22:00:00.000Z,liviade#1387,Mount Manu#3530,for having excellent conversations and joining Mitch in adventures,13,5,3,Usua◎ Silver#2618,tigeroid#2951,divine_comedian#5493,7,10
314,559,621f79e143b89009366c8723,2021-07-30T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for going to Dan’s presentation,13,3,3,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,6,10
315,126,621f79e143b89009366c84ef,2021-07-15T22:00:00.000Z,markop#2007,iviangita#3204,for making the params parties work out,13,3,13,Usua◎ Silver#2618,liviade#1387,calazki#3961,9,10
316,102,621f79e143b89009366c84d5,2021-07-14T22:00:00.000Z,Tam2140#9361,natesuits#4789,for all your leadership.,13,3,8,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,8,10
317,254,621f79e143b89009366c856f,2021-07-15T22:00:00.000Z,Juankbell#7458,Mount Manu#3530,for stewarding this community successfully into the Hatch,13,3,13,osycross(🦎🦎)#5943,Vyvy-vi#5040,divine_comedian#5493,9,10
318,440,621f79e143b89009366c869a,2021-07-28T22:00:00.000Z,ygg_anderson#4998,liviade#1387,for holding the grounds while most of us were away,13,5,3,osycross(🦎🦎)#5943,bends#3537,divine_comedian#5493,7,10
319,304,621f79e143b89009366c85ab,2021-07-15T22:00:00.000Z,solarmkd#5631,chuygarcia.eth#6692,for attending the 1hive hatch lounge,13,3,3,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,6,10
320,192,621f79e143b89009366c8531,2021-07-15T22:00:00.000Z,Suga#8514,Mount Manu#3530,for all their fantastic Paris tips for this upcoming week,13,3,5,Tam2140#9361,Vyvy-vi#5040,Mettodo#7010,7,10
321,366,621f79e143b89009366c85fc,2021-07-23T22:00:00.000Z,Mount Manu#3530,chuygarcia.eth#6692,"for the fantastic job they've been doing at comms this week! we could've never achieved such a great ethcc week without you watching our backs! DOUBLE PRAISE, seriously ❤️",13,3,13,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,9,10
322,6,621f79e143b89009366c846a,2021-07-12T22:00:00.000Z,kristofer#1475,Vyvy-vi#5040,for wrangling with the swag-shops and getting them to work,3,13,8,Tam2140#9361,liviade#1387,Mettodo#7010,8,10
323,16,621f79e143b89009366c8474,2021-07-12T22:00:00.000Z,Vyvy-vi#5040,"griff (💜, 💜)#8888",for working countless hours on auditing Praise,13,13,5,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,10,8
324,144,621f79e143b89009366c8501,2021-07-15T22:00:00.000Z,natesuits#4789,iviangita#3204,for all of their contributions to comms,5,8,13,Usua◎ Silver#2618,tigeroid#2951,shawn#7046,8,8
326,433,621f79e143b89009366c8693,2021-07-28T22:00:00.000Z,Juankbell#7458,liviade#1387,for his gentle nature and for spreading hoponopono's wrist bands to everyone,5,5,13,osycross(🦎🦎)#5943,Vyvy-vi#5040,divine_comedian#5493,7,8
328,394,621f79e143b89009366c8666,2021-07-26T22:00:00.000Z,"griff (💜, 💜)#8888",liviade#1387,for helping me set up the TEC snapshot!,13,5,13,AmwFund#0979,bends#3537,shawn#7046,10,8
329,432,621f79e143b89009366c8692,2021-07-28T22:00:00.000Z,Zeptimus#3359,liviade#1387,for being proactive for everything and always looking to help everyone,5,8,13,Tam2140#9361,bends#3537,Mettodo#7010,8,8
332,399,621f79e143b89009366c866b,2021-07-27T22:00:00.000Z,iviangita#3204,eduardovegap#0422,for taking care of the SWAG outreach to hatchers!,21,13,21,Tam2140#9361,bends#3537,divine_comedian#5493,18,8
334,257,621f79e143b89009366c8572,2021-07-15T22:00:00.000Z,liviade#1387,Mount Manu#3530,for stewarding this community successfully into the Hatch,5,13,8,Usua◎ Silver#2618,tigeroid#2951,divine_comedian#5493,8,8
335,344,621f79e143b89009366c85e6,2021-07-22T22:00:00.000Z,akrtws (TE Academy)#4246,AmwFund#0979,for her ethcc talk,13,5,5,Tam2140#9361,Vyvy-vi#5040,Mettodo#7010,7,8
336,133,621f79e143b89009366c84f6,2021-07-15T22:00:00.000Z,elessar.eth#7945,iviangita#3204,for testing the hatch and doing a side deployment,8,13,5,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,8,8
338,383,621f79e143b89009366c860d,2021-07-25T22:00:00.000Z,Vyvy-vi#5040,"griff (💜, 💜)#8888","for all the incredible discord work, making cool bots for tracking the TEC hatch progress and working on a github tracker",13,8,5,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,8,8
339,134,621f79e143b89009366c84f7,2021-07-15T22:00:00.000Z,Juankbell#7458,iviangita#3204,for helping Zep create the privacy policy,13,13,21,osycross(🦎🦎)#5943,Vyvy-vi#5040,divine_comedian#5493,15,8
340,369,621f79e143b89009366c85ff,2021-07-23T22:00:00.000Z,David (please DYOR...)#4116,chuygarcia.eth#6692,"for the fantastic job they've been doing at comms this week! we could've never achieved such a great ethcc week without you watching our backs! DOUBLE PRAISE, seriously ❤️",13,5,13,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,10,8
341,20,621f79e143b89009366c8478,2021-07-12T22:00:00.000Z,Suga#8514,"griff (💜, 💜)#8888",for jumping in and observing the Praise Audit finalization,5,13,5,Tam2140#9361,Vyvy-vi#5040,Mettodo#7010,7,8
343,7,621f79e143b89009366c846b,2021-07-12T22:00:00.000Z,Tam2140#9361,Vyvy-vi#5040,for hacking on the swagshop issues,13,5,13,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,10,8
344,456,621f79e143b89009366c86aa,2021-07-28T22:00:00.000Z,akrtws (TE Academy)#4246,liviade#1387,for her talk at ETHCC!,13,5,5,Tam2140#9361,Vyvy-vi#5040,Mettodo#7010,7,8
347,510,621f79e143b89009366c86f2,2021-07-30T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for his contributions and being in charge of the Commons Config Dashboard,13,13,21,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,15,8
361,338,621f79e143b89009366c85ce,2021-07-21T22:00:00.000Z,akrtws (TE Academy)#4246,chuygarcia.eth#6692,for her talk in ethcc on the TE academy,13,8,5,Tam2140#9361,Vyvy-vi#5040,Mettodo#7010,8,8
364,584,621f79e143b89009366c873c,2021-07-30T22:00:00.000Z,patriacaelum#3496,iviangita#3204,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,8,1,1,Usua◎ Silver#2618,liviade#1387,calazki#3961,3,7
365,404,621f79e143b89009366c8676,2021-07-28T22:00:00.000Z,Gary Latta#3838,Mount Manu#3530,for devoting 20 minutes to going through our Commons configuration dashboard and providing valuable feedback on how to make it better!,1,5,8,Tam2140#9361,liviade#1387,calazki#3961,4,7
366,86,621f79e143b89009366c84c5,2021-07-13T22:00:00.000Z,joseacabrerav#5399,Suga#8514,for attending the Orientation/AMA today!,8,1,5,Usua◎ Silver#2618,liviade#1387,shawn#7046,4,7
367,571,621f79e143b89009366c872f,2021-07-30T22:00:00.000Z,AmwFund#0979,iviangita#3204,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,8,1,1,Usua◎ Silver#2618,liviade#1387,Mettodo#7010,3,7
368,568,621f79e143b89009366c872c,2021-07-30T22:00:00.000Z,acidlazzer#5796,iviangita#3204,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,8,1,3,Usua◎ Silver#2618,liviade#1387,calazki#3961,4,7
369,36,621f79e143b89009366c8488,2021-07-12T22:00:00.000Z,divine_comedian#5493,chuygarcia.eth#6692,for attending Comms WG today <:TEC:835016327542210560>,8,1,1,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,3,7
370,543,621f79e143b89009366c8713,2021-07-30T22:00:00.000Z,Suga#8514,Mount Manu#3530,for looking after the TEC fam and keeping everybody healthy,1,3,8,Tam2140#9361,Vyvy-vi#5040,Mettodo#7010,4,7
371,35,621f79e143b89009366c8487,2021-07-12T22:00:00.000Z,liviade#1387,chuygarcia.eth#6692,for attending Comms WG today <:TEC:835016327542210560>,8,3,1,Usua◎ Silver#2618,tigeroid#2951,divine_comedian#5493,4,7
372,578,621f79e143b89009366c8736,2021-07-30T22:00:00.000Z,OddName#8763,iviangita#3204,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,8,1,1,Usua◎ Silver#2618,Vyvy-vi#5040,Mettodo#7010,3,7
373,577,621f79e143b89009366c8735,2021-07-30T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,8,1,1,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,3,7
374,519,621f79e143b89009366c86fb,2021-07-30T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for all of his help and guidance for Chuy,1,8,5,Tam2140#9361,bends#3537,Mettodo#7010,4,7
375,406,621f79e143b89009366c8678,2021-07-28T22:00:00.000Z,MehighCB#4516,Mount Manu#3530,for devoting 20 minutes to going through our Commons configuration dashboard and providing valuable feedback on how to make it better!,1,8,5,Tam2140#9361,tigeroid#2951,calazki#3961,4,7
376,517,621f79e143b89009366c86f9,2021-07-30T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for also inspiring a mullet,8,1,1,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,3,7
377,585,621f79e143b89009366c873d,2021-07-30T22:00:00.000Z,xm3van#0929,iviangita#3204,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,8,1,1,Usua◎ Silver#2618,liviade#1387,Mettodo#7010,3,7
378,84,621f79e143b89009366c84c3,2021-07-13T22:00:00.000Z,Piedra de mar#2107,Suga#8514,for attending the Orientation/AMA today!,8,3,1,Usua◎ Silver#2618,Vyvy-vi#5040,Mettodo#7010,4,7
379,48,621f79e143b89009366c849a,2021-07-13T22:00:00.000Z,Vyvy-vi#5040,Zeptimus#3359,for being a wizard and sharing his wisdom always!!,8,5,1,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,4,7
380,494,621f79e143b89009366c86e2,2021-07-30T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for being Juan’s amazing roommates,1,8,3,Tam2140#9361,bends#3537,Mettodo#7010,4,7
381,586,621f79e143b89009366c873e,2021-07-30T22:00:00.000Z,BK#7471,iviangita#3204,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,8,1,5,Usua◎ Silver#2618,bends#3537,shawn#7046,4,7
382,575,621f79e143b89009366c8733,2021-07-30T22:00:00.000Z,liviade#1387,iviangita#3204,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,8,3,1,Usua◎ Silver#2618,tigeroid#2951,divine_comedian#5493,4,7
383,590,621f79e143b89009366c8742,2021-07-30T22:00:00.000Z,durgadas#9280,iviangita#3204,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,3,1,8,osycross(🦎🦎)#5943,liviade#1387,shawn#7046,4,7
384,95,621f79e143b89009366c84ce,2021-07-14T22:00:00.000Z,metaverde#2503,"griff (💜, 💜)#8888","for dropping into the Praise Audit, recording it and dropping the video here all cleaned up! 😄",1,8,5,Tam2140#9361,bends#3537,Mettodo#7010,4,7
385,587,621f79e143b89009366c873f,2021-07-30T22:00:00.000Z,Letty#5399,iviangita#3204,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,8,1,1,Usua◎ Silver#2618,liviade#1387,Mettodo#7010,3,7
386,466,621f79e143b89009366c86c6,2021-07-29T22:00:00.000Z,JustinKalland#0001,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,8,1,1,Usua◎ Silver#2618,Vyvy-vi#5040,Mettodo#7010,3,7
387,31,621f79e143b89009366c8483,2021-07-12T22:00:00.000Z,acidlazzer#5796,chuygarcia.eth#6692,for attending Comms WG today <:TEC:835016327542210560>,8,1,3,Usua◎ Silver#2618,liviade#1387,calazki#3961,4,7
388,90,621f79e143b89009366c84c9,2021-07-13T22:00:00.000Z,liviade#1387,Suga#8514,for attending the Orientation/AMA today!,8,3,1,Usua◎ Silver#2618,tigeroid#2951,divine_comedian#5493,4,7
389,576,621f79e143b89009366c8734,2021-07-30T22:00:00.000Z,mheuer#9922,iviangita#3204,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,8,1,1,Usua◎ Silver#2618,bends#3537,Mettodo#7010,3,7
390,229,621f79e143b89009366c8556,2021-07-15T22:00:00.000Z,AmwFund#0979,Mount Manu#3530,for attending the community call,8,1,1,Usua◎ Silver#2618,liviade#1387,Mettodo#7010,3,7
391,295,621f79e143b89009366c85a2,2021-07-15T22:00:00.000Z,Vyvy-vi#5040,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn!,8,1,3,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,4,7
392,236,621f79e143b89009366c855d,2021-07-15T22:00:00.000Z,liviade#1387,Mount Manu#3530,for attending the community call,8,3,1,Usua◎ Silver#2618,tigeroid#2951,divine_comedian#5493,4,7
393,241,621f79e143b89009366c8562,2021-07-15T22:00:00.000Z,sem  🐝#0161,Mount Manu#3530,for attending the community call,8,1,5,Usua◎ Silver#2618,bends#3537,shawn#7046,4,7
394,300,621f79e143b89009366c85a7,2021-07-15T22:00:00.000Z,Juankbell#7458,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn!,8,1,1,osycross(🦎🦎)#5943,Vyvy-vi#5040,divine_comedian#5493,3,7
395,389,621f79e143b89009366c8661,2021-07-26T22:00:00.000Z,durgadas#9280,liviade#1387,for being in the soft gov sync today!,3,1,8,osycross(🦎🦎)#5943,liviade#1387,shawn#7046,4,7
396,172,621f79e143b89009366c851d,2021-07-15T22:00:00.000Z,eduardovegap#0422,iviangita#3204,for the Impact Hour spreadsheet,1,8,8,Tam2140#9361,liviade#1387,Mettodo#7010,5,7
397,286,621f79e143b89009366c8599,2021-07-15T22:00:00.000Z,ZER8🧠#9093,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,1,8,3,Tam2140#9361,tigeroid#2951,calazki#3961,4,7
398,103,621f79e143b89009366c84d6,2021-07-14T22:00:00.000Z,Vyvy-vi#5040,natesuits#4789,"for your Forum Post on the potential proposal for Discord Onboarding!  (EVERYONE pay attention!) This is a the RIGHT way to approach the advice process!  Amazing job.  Pros, Cons, your understanding, and questions you seek to answer!  🙃",13,8,13,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,11,5
400,1,621f79e143b89009366c841d,2021-07-11T22:00:00.000Z,Vyvy-vi#5040,Suga#8514,for making edits in the welcome text.,8,3,3,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,4,5
401,94,621f79e143b89009366c84cd,2021-07-13T22:00:00.000Z,Mount Manu#3530,David (please DYOR...)#4116,for helping me get sorted and welcome in the TEC. 💛,8,3,8,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,6,5
402,182,621f79e143b89009366c8527,2021-07-15T22:00:00.000Z,Vyvy-vi#5040,iviangita#3204,for all the work you do in the background and helping in the last praise quant,8,3,3,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,4,5
403,487,621f79e143b89009366c86db,2021-07-30T22:00:00.000Z,Juankbell#7458,iviangita#3204,for risking their lives to come to EthCC in Paris,8,3,5,osycross(🦎🦎)#5943,Vyvy-vi#5040,divine_comedian#5493,5,5
405,431,621f79e143b89009366c8691,2021-07-28T22:00:00.000Z,chuygarcia.eth#6692,liviade#1387,for being a hero with the DAOist livestreams,13,8,8,AmwFund#0979,Vyvy-vi#5040,shawn#7046,9,5
407,348,621f79e143b89009366c85ea,2021-07-22T22:00:00.000Z,Zeptimus#3359,AmwFund#0979,for all the paris pics 😎,8,3,3,Tam2140#9361,bends#3537,Mettodo#7010,4,5
408,449,621f79e143b89009366c86a3,2021-07-28T22:00:00.000Z,Mount Manu#3530,liviade#1387,for spinning the collaboration with Michael,8,3,8,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,6,5
410,480,621f79e143b89009366c86d4,2021-07-30T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for the good forum posts for the parameters,8,13,13,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,11,5
411,88,621f79e143b89009366c84c7,2021-07-13T22:00:00.000Z,Wen#1934,Suga#8514,for attending the Orientation/AMA today!,8,3,5,Usua◎ Silver#2618,bends#3537,shawn#7046,5,5
412,63,621f79e143b89009366c84ae,2021-07-13T22:00:00.000Z,Vyvy-vi#5040,liviade#1387,for the incredible work they've been doing with the praise audit and preparing the last details so the praise sheets are ready for the hatch,8,13,8,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,9,5
413,66,621f79e143b89009366c84b1,2021-07-13T22:00:00.000Z,DanKnobelsdorf#0326,liviade#1387,for reaching out to hatchers and getting their last minute activations!,8,8,13,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,9,5
414,154,621f79e143b89009366c850b,2021-07-15T22:00:00.000Z,Vyvy-vi#5040,iviangita#3204,for being the ultimate Discord wizard as always,8,3,8,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,6,5
416,164,621f79e143b89009366c8515,2021-07-15T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for the long verification hack session for the final IH list,8,3,5,Tam2140#9361,bends#3537,Mettodo#7010,5,5
417,333,621f79e143b89009366c85c9,2021-07-20T22:00:00.000Z,Vyvy-vi#5040,markop#2007,for creating the Twitter share card for The Hatch.,8,8,3,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,6,5
418,455,621f79e143b89009366c86a9,2021-07-28T22:00:00.000Z,akrtws (TE Academy)#4246,liviade#1387,for holding the space for an important money conversation at the Paris unconference!,13,8,8,Tam2140#9361,Vyvy-vi#5040,Mettodo#7010,9,5
419,518,621f79e143b89009366c86fa,2021-07-30T22:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for his generosity and his energy,8,13,13,AmwFund#0979,bends#3537,shawn#7046,11,5
422,142,621f79e143b89009366c84ff,2021-07-15T22:00:00.000Z,JessicaZartler#2263,iviangita#3204,for all of their contributions to comms,8,8,3,osycross(🦎🦎)#5943,liviade#1387,shawn#7046,6,5
423,397,621f79e143b89009366c8669,2021-07-27T22:00:00.000Z,Vyvy-vi#5040,Tam2140#9361,"for being super duper excellent in all ways and also for setting up the github notifications on github. That must have taken so many hours to research, test and implement!!",13,13,8,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,11,5
424,398,621f79e143b89009366c866a,2021-07-27T22:00:00.000Z,Zeptimus#3359,"griff (💜, 💜)#8888","for doing the dishes in our apartment in paris, truly a commons act",8,3,8,Tam2140#9361,bends#3537,Mettodo#7010,6,5
425,225,621f79e143b89009366c8552,2021-07-15T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for forming an orientation group,13,8,8,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,9,5
426,18,621f79e143b89009366c8476,2021-07-12T22:00:00.000Z,Zeptimus#3359,"griff (💜, 💜)#8888",for diving into the Praise audit and supporting during our 3 hour closing call,3,8,5,Tam2140#9361,bends#3537,Mettodo#7010,5,5
427,224,621f79e143b89009366c8551,2021-07-15T22:00:00.000Z,Vyvy-vi#5040,Mount Manu#3530,for forming an orientation group,8,8,3,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,6,5
428,402,621f79e143b89009366c8674,2021-07-28T22:00:00.000Z,David (please DYOR...)#4116,Mount Manu#3530,for devoting 20 minutes to going through our Commons configuration dashboard and providing valuable feedback on how to make it better!,8,3,3,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,4,5
429,140,621f79e143b89009366c84fd,2021-07-15T22:00:00.000Z,Tam2140#9361,iviangita#3204,for all of their guidance to Chuy,8,3,8,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,6,5
430,531,621f79e143b89009366c8707,2021-07-30T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for holding down the [onboarding] fort while Suga was in Paris,8,13,13,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,11,5
431,275,621f79e143b89009366c8584,2021-07-15T22:00:00.000Z,eduardovegap#0422,Mount Manu#3530,for being the heroes in finalizing all the details needed for us to hatch,8,8,13,Tam2140#9361,liviade#1387,Mettodo#7010,9,5
432,118,621f79e143b89009366c84e7,2021-07-15T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for helping to run the back office and all their support and contributions to TEC,8,3,5,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,5,5
434,106,621f79e143b89009366c84d9,2021-07-14T22:00:00.000Z,Juankbell#7458,kristofer#1475,for a beautiful meditation and exiting plans for the upcoming Graviton Training,13,13,8,osycross(🦎🦎)#5943,Vyvy-vi#5040,divine_comedian#5493,11,5
437,595,621f79e143b89009366c8747,2021-07-30T22:00:00.000Z,iviangita#3204,Mount Manu#3530,for helping me do 1 hour+ of praise transcription and for answering all the questions I had,8,13,8,Tam2140#9361,bends#3537,divine_comedian#5493,9,5
440,238,621f79e143b89009366c855f,2021-07-15T22:00:00.000Z,natesuits#4789,Mount Manu#3530,for attending the community call,8,3,8,Usua◎ Silver#2618,tigeroid#2951,shawn#7046,6,5
441,463,621f79e143b89009366c86c3,2021-07-29T22:00:00.000Z,acidlazzer#5796,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,5,1,3,Usua◎ Silver#2618,liviade#1387,calazki#3961,3,4
442,75,621f79e143b89009366c84ba,2021-07-13T22:00:00.000Z,nic#9212,Vyvy-vi#5040,for coming to the orientation AMA call :D,1,1,5,Tam2140#9361,Vyvy-vi#5040,calazki#3961,2,4
443,334,621f79e143b89009366c85ca,2021-07-20T22:00:00.000Z,Vyvy-vi#5040,"griff (💜, 💜)#8888",for taking on adding an image to the hatch link,5,3,1,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,3,4
444,21,621f79e143b89009366c8479,2021-07-12T22:00:00.000Z,Zeptimus#3359,"griff (💜, 💜)#8888",for jumping in and observing the Praise Audit finalization,3,5,1,Tam2140#9361,bends#3537,Mettodo#7010,3,4
445,284,621f79e143b89009366c8597,2021-07-15T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,1,5,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,3,4
446,313,621f79e143b89009366c85b5,2021-07-16T22:00:00.000Z,D8N1#8408,David (please DYOR...)#4116,for making TEC Twitter a loving place 🙂,1,3,5,Tam2140#9361,liviade#1387,Mettodo#7010,3,4
447,292,621f79e143b89009366c859f,2021-07-15T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn!,3,5,1,osycross(🦎🦎)#5943,bends#3537,divine_comedian#5493,3,4
448,190,621f79e143b89009366c852f,2021-07-15T22:00:00.000Z,Zeptimus#3359,iviangita#3204,"for jumping in params, giving feedback and asking questions",1,5,3,Tam2140#9361,bends#3537,Mettodo#7010,3,4
449,390,621f79e143b89009366c8662,2021-07-26T22:00:00.000Z,Mount Manu#3530,liviade#1387,for being in the soft gov sync today!,3,1,5,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,3,4
450,87,621f79e143b89009366c84c6,2021-07-13T22:00:00.000Z,durgadas#9280,Suga#8514,for attending the Orientation/AMA today!,3,1,5,osycross(🦎🦎)#5943,liviade#1387,shawn#7046,3,4
451,345,621f79e143b89009366c85e7,2021-07-22T22:00:00.000Z,eduardovegap#0422,AmwFund#0979,for all the paris pics 😎,3,1,5,Tam2140#9361,liviade#1387,Mettodo#7010,3,4
452,230,621f79e143b89009366c8557,2021-07-15T22:00:00.000Z,David (please DYOR...)#4116,Mount Manu#3530,for attending the community call,1,5,1,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,2,4
