USER IDENTITY,USER ADDRESS,PRAISE_REWARD,QUANT_REWARD,NR_OF_PRAISES_QUANTIFIED,REWARDBOARD_REWARD,TOTAL TO RECEIVE
divine_comedian#5493,0x320c338bcf70baaae26e96201c33b48105bc62c2,196.1649370026525,14.793971863557523,264.0,0.0,210.95890886621
chuygarcia.eth#6692,0xb22981ba3fe1de2325935c91a3b717168fb86714,178.81069297082226,0.0,0.0,15.577499875,194.38819284582226
Zeptimus#3359,0xaa79b87dc8b046a5e4f7d03f1562d7fe5bf98737,177.2612068965517,0.0,0.0,15.577499875,192.8387067715517
"griff (💜, 💜)#8888",0x839395e20bbb182fa440d08f850e6c7a8f6f0780,161.45644893899203,16.02680285218732,286.0,0.0,177.48325179117936
Tam2140#9361,0xcf79c7eaec5bdc1a9e32d099c5d6bdf67e4cf6e8,166.41480437665783,0.0,0.0,0.0,166.41480437665783
sem  🐝#0161,missing user address,151.8496352785146,0.0,0.0,0.0,151.8496352785146
liviade#1387,0xf8d1d34956cea24718cf8687588d6fedbc6d9aa6,133.565699602122,15.07416072460975,269.0,0.0,148.63986032673176
Nuggan#5183,0x0bf920dfe6d36829ab5b0e153857d4ca689e46fb,116.83125,16.194916168818654,289.0,15.577499875,148.60366604381866
Juankbell#7458,0x7d547666209755fb833f9b37eebea38ebf513abb,139.76364389920423,0.0,0.0,0.0,139.76364389920423
Vyvy-vi#5040,0x2fa130927814b590623031e846f059df9554fdde,105.36505305039788,15.130198496820194,270.0,0.0,120.49525154721807
natesuits#4789,0x66df5a7715c5d4afbbfa52435c66aa20733be0d1,116.52135278514588,0.0,0.0,0.0,116.52135278514588
ALOYSIOUS#3049,0x1c1bfc1763c8e88fccce1b57eefc79a461fa4944,109.70361405835543,0.0,0.0,0.0,109.70361405835543
iviangita#3204,0xa3fcc4d905f381c5e9392207bf7918ef01b1ba44,105.67495026525198,0.0,0.0,0.0,105.67495026525198
kristofer#1475,0xa32aecda752cf4ef89956e83d60c04835d4fa867,88.01080901856764,0.0,0.0,15.577499875,103.58830889356764
MS#4235,0x95660b8f62b6372bb8a821872bf957922de1fe89,103.1957725464191,0.0,0.0,0.0,103.1957725464191
acidlazzer#5796,0x8aa27e90e139d5ab5704df69429341cbcb2d2464,70.6565649867374,16.699256118712658,298.0,0.0,87.35582110545005
VitorNunes#0090,missing user address,77.47430371352785,0.0,0.0,0.0,77.47430371352785
🐙 octopus#5508,0x77d40c87d423efb7ec576e80998a48377adf86df,73.13574270557028,0.0,0.0,0.0,73.13574270557028
karmaticacid#1218,0xc46c67bb7e84490d7ebdd0b8ecdaca68cf3823f4,71.58625663129973,0.0,0.0,0.0,71.58625663129973
Mount Manu#3530,0xa2ef65aececb83cd1bd3579a8669779099317952,57.021087533156496,0.0,0.0,0.0,57.021087533156496
mZ#3472,missing user address,57.021087533156496,0.0,0.0,0.0,57.021087533156496
graial#0787,0x05a45e7416c77c822e24e9679af29d1f07589b40,54.23201259946949,0.0,0.0,0.0,54.23201259946949
GideonRo#3175,0xb08f0ca73e8a59a1b7970e22b8ed2f9142c3fa53,50.203348806366044,0.0,0.0,0.0,50.203348806366044
eduardovegap#0422,0x1d921dff757610fbdb0073479e12c0a07d382677,48.963759946949594,0.0,0.0,0.0,48.963759946949594
pKrepe#5682,0xb46a595c65f62236eb7934b43397e0a05ea33c10,47.10437665782493,0.0,0.0,0.0,47.10437665782493
akrtws (TE Academy)#4246,0x852b8763ecb27beddc190d1792029bc17fd5439a,44.625198938992035,0.0,0.0,0.0,44.625198938992035
mateodaza#3156,0x00d18ca9782be1caef611017c2fbc1a39779a57c,28.820440981432363,0.0,0.0,15.577499875,44.39794085643236
elessar.eth#7945,missing user address,44.00540450928382,0.0,0.0,0.0,44.00540450928382
durgadas#9280,0xff6d6a7718a234a84f740480dbb07f6c09cf1cd5,43.6955072944297,0.0,0.0,0.0,43.6955072944297
solsista#5370,0x949bba9f1c13f2461835366aebcb53c852dd4308,36.25797413793103,0.0,0.0,0.0,36.25797413793103
freshelle#9882,0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,29.440235411140584,0.0,0.0,0.0,29.440235411140584
bradleyc#3333,missing user address,28.82044098143236,0.0,0.0,0.0,28.82044098143236
ygg_anderson#4998,0x763d7d362b59aea3858a92a302e18cd41b1252d4,28.82044098143236,0.0,0.0,0.0,28.82044098143236
bends#3537,0x1e975f53956d644868f3ea25690b1bbeda658565,12.705785809018566,15.858689535555984,283.0,0.0,28.56447534457455
