,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,SCORE 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,SPREAD
348,1041,621f79e343b89009366c9e8e,2021-11-18T23:00:00.000Z,ZER8🧠#9093,freshelle#9882,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,0,21,1,5,"griff (💜, 💜)#8888",Mike Brunt#0745,Zeptimus#3359,osycross(🦎🦎)#5943,9,21
355,1265,621f79e343b89009366c9f77,2021-11-22T23:00:00.000Z,pat.zip (TE Academy)#5266,akrtws (TE Academy)#4246,for presenting Token Engineering to the crypto community in Brazil yesterday!!,21,34,21,13,Mount Manu#3530,liviade#1387,Zeptimus#3359,PhilH#1102,22,21
356,84,621f79e343b89009366c9a7d,2021-11-02T23:00:00.000Z,divine_comedian#5493,kristofer#1475,for attending the rewards system dev sync!,0,21,13,3,"griff (💜, 💜)#8888",missgene#7773,hanners717#2022,osycross(🦎🦎)#5943,12,21
358,793,621f79e343b89009366c9d5d,2021-11-12T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for showing up to the Community Call and sending some praise love to people in the community,0,21,5,3,"griff (💜, 💜)#8888",missgene#7773,hanners717#2022,osycross(🦎🦎)#5943,9,21
366,1591,621f79e343b89009366ca0c8,2021-11-25T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for the extraordinary collaboration and teamwork and debate at the Retrospective call that just happened,0,21,21,8,"griff (💜, 💜)#8888",missgene#7773,hanners717#2022,osycross(🦎🦎)#5943,16,21
368,881,621f79e343b89009366c9db5,2021-11-12T23:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for being a fun player in Giveth,0,21,13,3,"griff (💜, 💜)#8888",missgene#7773,hanners717#2022,osycross(🦎🦎)#5943,12,21
369,1357,621f79e343b89009366c9fd3,2021-11-25T23:00:00.000Z,divine_comedian#5493,kristofer#1475,for joining the weekly Rewards WG sync!,0,8,21,3,"griff (💜, 💜)#8888",missgene#7773,hanners717#2022,osycross(🦎🦎)#5943,10,21
374,929,621f79e343b89009366c9e16,2021-11-15T23:00:00.000Z,liviade#1387,innov8tor3#3988,for showing up and being present and strong in a fourth consecutive meeting / hour ...,5,21,3,1,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,7,20
375,1132,621f79e343b89009366c9ef1,2021-11-21T23:00:00.000Z,Nuggan#5183,Mount Manu#3530,for helping MS get incorporated into the Rewards System work,1,21,21,8,bends#3537,missgene#7773,Zeptimus#3359,shawn#7046,12,20
376,1030,621f79e343b89009366c9e7b,2021-11-18T23:00:00.000Z,MS#4235,ALOYSIOUS#3049,for all the motivation and excitement they bring to the commons!,5,5,21,1,Usua◎ Silver#2618,liviade#1387,hanners717#2022,shawn#7046,8,20
377,960,621f79e343b89009366c9e35,2021-11-16T23:00:00.000Z,MS#4235,Nuggan#5183,for always being on the ball and thinking ahead!,5,5,21,1,Usua◎ Silver#2618,liviade#1387,hanners717#2022,shawn#7046,8,20
378,1340,621f79e343b89009366c9fc2,2021-11-24T23:00:00.000Z,AnnAnna#4694,ZER8🧠#9093,"for being amazing leaders! 

!praise for being incredibly helpful and demonstrating incredible leadership in the Comms

!praise  

!praise @Mount Manu 

!praise @David (please DYOR...) for being the man😎 

!praise @John V for being amazing people",13,13,21,1,Usua◎ Silver#2618,Mike Brunt#0745,Zeptimus#3359,enti#1546,12,20
379,930,621f79e343b89009366c9e17,2021-11-15T23:00:00.000Z,liviade#1387,Juankbell#7458,for being an inspiration to many of us in the community with her knowledge  and presence.,3,21,13,1,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,9,20
380,1576,621f79e343b89009366ca0b9,2021-11-25T23:00:00.000Z,durgadas#9280,Mount Manu#3530,for aways having a word of wisdom,8,21,1,5,Usua◎ Silver#2618,missgene#7773,divine_comedian#5493,Vyvy-vi#5040,8,20
381,978,621f79e343b89009366c9e47,2021-11-17T23:00:00.000Z,kristofer#1475,MS#4235,"for helping us practice strong communication, helping us move forward, and providing context to help us understand better.",1,21,13,8,bends#3537,Mike Brunt#0745,Zeptimus#3359,shawn#7046,10,20
382,884,621f79e343b89009366c9db8,2021-11-12T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,1,8,21,1,lee0007#8152,Mike Brunt#0745,hanners717#2022,Tam2140#9361,7,20
383,792,621f79e343b89009366c9d5c,2021-11-12T23:00:00.000Z,liviade#1387,Mount Manu#3530,for showing up to the Community Call and sending some praise love to people in the community,3,21,3,1,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,7,20
384,889,621f79e343b89009366c9dbd,2021-11-12T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,for attending our Community Call and being part of our Praise tradition,1,1,21,1,bends#3537,liviade#1387,Zeptimus#3359,PhilH#1102,6,20
385,1631,621f79e343b89009366ca0f0,2021-11-26T23:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past 2 weeks. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,3,5,21,1,lee0007#8152,Mike Brunt#0745,hanners717#2022,Tam2140#9361,7,20
386,493,621f79e343b89009366c9c25,2021-11-07T23:00:00.000Z,eduardovegap#0422,LBS#6541,"for reaching out with a quick call just to check in on me and see if I need support after I mentioned in a meeting that I'm moving into my \""low state\""",3,21,13,1,lee0007#8152,GideonRo#3175,Parrachia#0450,Vyvy-vi#5040,9,20
387,1064,621f79e343b89009366c9ead,2021-11-21T23:00:00.000Z,logonaut.eth#9437,Zeptimus#3359,for a fun transparency sync ⚡,5,1,21,3,Mount Manu#3530,AmwFund#0979,Parrachia#0450,enti#1546,7,20
388,489,621f79e343b89009366c9c21,2021-11-07T23:00:00.000Z,durgadas#9280,eduardovegap#0422,for joining and staying extra time in the Communitas WG weekly sync!,3,21,1,3,Usua◎ Silver#2618,missgene#7773,divine_comedian#5493,Vyvy-vi#5040,7,20
389,106,621f79e343b89009366c9a93,2021-11-03T23:00:00.000Z,ALOYSIOUS#3049,natesuits#4789,for being so responsive and sending out POAPs for the Graviton Training! You are AMAZINGG!!!!!!,3,21,1,5,bends#3537,GideonRo#3175,innov8tor3#3988,Vyvy-vi#5040,7,20
390,485,621f79e343b89009366c9c1d,2021-11-07T23:00:00.000Z,Yineisy Mota#1449,eduardovegap#0422,for joining and staying extra time in the Communitas WG weekly sync!,21,5,1,3,Usua◎ Silver#2618,Mike Brunt#0745,divine_comedian#5493,PhilH#1102,7,20
391,140,621f79e343b89009366c9ab7,2021-11-03T23:00:00.000Z,mateodaza#3156,chuygarcia.eth#6692,for all the spicy food you put up with during your time in Mexico and sharing Dia De Muertos with us,5,13,21,1,Mount Manu#3530,Mike Brunt#0745,hanners717#2022,Vyvy-vi#5040,10,20
392,948,621f79e343b89009366c9e29,2021-11-16T23:00:00.000Z,eduardovegap#0422,Tam2140#9361,for a spectacularly hosting the Orientation calls. These are so so great and warm and informative.,1,21,13,3,lee0007#8152,GideonRo#3175,Parrachia#0450,Vyvy-vi#5040,9,20
393,963,621f79e343b89009366c9e38,2021-11-16T23:00:00.000Z,liviade#1387,kristofer#1475,for joining the weekly Rewards DevBoardCommitteeWG Sync! 🙏,3,21,1,1,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,6,20
394,1369,621f79e343b89009366c9fdf,2021-11-25T23:00:00.000Z,Jolie_Ze#0295,kristofer#1475,for bridging and connecting the SourceCred and TEC / Praise communities,1,5,21,5,bends#3537,Mike Brunt#0745,Zeptimus#3359,Vyvy-vi#5040,8,20
395,968,621f79e343b89009366c9e3d,2021-11-16T23:00:00.000Z,Nuggan#5183,kristofer#1475,for joining the weekly Rewards DevBoardCommitteeWG Sync! 🙏,3,8,21,1,bends#3537,missgene#7773,Zeptimus#3359,shawn#7046,8,20
396,851,621f79e343b89009366c9d97,2021-11-12T23:00:00.000Z,liviade#1387,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,1,21,13,3,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,9,20
397,364,621f79e343b89009366c9ba1,2021-11-04T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for attending the Optimism talk,1,5,21,1,lee0007#8152,Mike Brunt#0745,hanners717#2022,Tam2140#9361,7,20
398,1474,621f79e343b89009366ca048,2021-11-25T23:00:00.000Z,liviade#1387,iviangita#3204,for the reflection on Ostrom’s principles we had earlier this week,1,21,5,5,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,8,20
399,1421,621f79e343b89009366ca013,2021-11-25T23:00:00.000Z,mateodaza#3156,iviangita#3204,for repping the TEC in Barranquilla,5,21,21,3,Mount Manu#3530,Mike Brunt#0745,hanners717#2022,Vyvy-vi#5040,12,18
400,1413,621f79e343b89009366ca00b,2021-11-25T23:00:00.000Z,liviade#1387,iviangita#3204,for the collaboration effort around extending Params Party dates,5,21,8,3,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,9,18
401,188,621f79e343b89009366c9aef,2021-11-04T23:00:00.000Z,markop#2007,iviangita#3204,"for having contributed so much to TEC all this time, they’ve made us what we are today and it's really great to recognize them",5,8,21,3,lee0007#8152,Mike Brunt#0745,hanners717#2022,Vyvy-vi#5040,9,18
402,436,621f79e343b89009366c9be9,2021-11-05T23:00:00.000Z,karmaticacid#1218,Lutzar#9885,for continuing to help me understand the params and for being so accommodating with information and @anson parker for introducing me to TEC.,3,8,21,5,lee0007#8152,GideonRo#3175,innov8tor3#3988,enti#1546,9,18
403,957,621f79e343b89009366c9e32,2021-11-16T23:00:00.000Z,durgadas#9280,Yashmanso#5552,for all the info  for welcoming me to the group,3,21,3,3,Usua◎ Silver#2618,missgene#7773,divine_comedian#5493,Vyvy-vi#5040,7,18
404,1404,621f79e343b89009366ca002,2021-11-25T23:00:00.000Z,Tam2140#9361,iviangita#3204,for leading such great Retrospective calls,3,5,21,5,bends#3537,liviade#1387,Zeptimus#3359,PhilH#1102,8,18
405,698,621f79e343b89009366c9cfe,2021-11-12T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,"for awesome organizational work: another great retroactive session—we all love our Sprints and it’s mainly thanks to you; they’re so good, so rewarding, and always bring out so much insight into our progress vector",3,21,21,13,bends#3537,liviade#1387,Zeptimus#3359,PhilH#1102,14,18
406,438,621f79e343b89009366c9beb,2021-11-05T23:00:00.000Z,anson parker#4296,Lutzar#9885,for continuing to help me understand the params and for being so accommodating with information and @anson parker for introducing me to TEC.,8,21,3,5,Usua◎ Silver#2618,missgene#7773,Zeptimus#3359,enti#1546,9,18
407,705,621f79e343b89009366c9d05,2021-11-12T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,"for the great feedback they always give, this time specifically for Gravity",5,8,21,3,lee0007#8152,Mike Brunt#0745,hanners717#2022,Tam2140#9361,9,18
408,163,621f79e343b89009366c9ace,2021-11-03T23:00:00.000Z,Tam2140#9361,ZER8🧠#9093,for being our mentors and for your amazing vibe,3,8,21,8,bends#3537,liviade#1387,Zeptimus#3359,PhilH#1102,10,18
409,933,621f79e343b89009366c9e1a,2021-11-15T23:00:00.000Z,Tam2140#9361,liviade#1387,for giving feedback to my presentation this morning ❤️,3,8,21,5,bends#3537,liviade#1387,Zeptimus#3359,PhilH#1102,9,18
410,95,621f79e343b89009366c9a88,2021-11-02T23:00:00.000Z,kristofer#1475,Tam2140#9361,"for providing choice words at the exact write time and making my forum post \""open letter to Hatchers\"" a lot better for it.",3,13,21,5,bends#3537,Mike Brunt#0745,Zeptimus#3359,shawn#7046,10,18
411,162,621f79e343b89009366c9acd,2021-11-03T23:00:00.000Z,liviade#1387,ZER8🧠#9093,for being our mentors and for your amazing vibe,3,21,5,5,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,8,18
412,1430,621f79e343b89009366ca01c,2021-11-25T23:00:00.000Z,Zeptimus#3359,iviangita#3204,for pushing everything forward so quick and for never dropping the quality of his work,3,8,21,5,Maxwe11#7157,zhiwei#1356,Parrachia#0450,shawn#7046,9,18
413,1018,621f79e343b89009366c9e6f,2021-11-17T23:00:00.000Z,Tam2140#9361,Vyvy-vi#5040,for all the ideas they shared for the onboarding process and all the awesome work they did!,3,13,21,5,bends#3537,liviade#1387,Zeptimus#3359,PhilH#1102,10,18
414,185,621f79e343b89009366c9aeb,2021-11-04T23:00:00.000Z,metaverde#2503,Zeptimus#3359,for an awesome param party! awesome proposal! and for doing QA on the CDD 🙏 🤎,21,8,5,3,Maxwe11#7157,Mike Brunt#0745,Zeptimus#3359,osycross(🦎🦎)#5943,9,18
415,104,621f79e343b89009366c9a91,2021-11-03T23:00:00.000Z,Jolie_Ze#0295,Juankbell#7458,for expressing gratitude without words during the soft gov call. Two days and i still feel that great vibes.,3,21,5,5,bends#3537,Mike Brunt#0745,Zeptimus#3359,Vyvy-vi#5040,8,18
416,1611,621f79e343b89009366ca0dc,2021-11-25T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,for the conceptualization and execution of the new onboarding experience,3,5,21,13,bends#3537,liviade#1387,Zeptimus#3359,PhilH#1102,10,18
417,209,621f79e343b89009366c9b06,2021-11-04T23:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for his super positive attitude 🙌 😌,3,13,21,5,lee0007#8152,Mike Brunt#0745,hanners717#2022,Tam2140#9361,10,18
418,160,621f79e343b89009366c9acb,2021-11-03T23:00:00.000Z,chuygarcia.eth#6692,ZER8🧠#9093,for being our mentors and for your amazing vibe,21,8,13,3,"griff (💜, 💜)#8888",zhiwei#1356,innov8tor3#3988,enti#1546,11,18
419,352,621f79e343b89009366c9b95,2021-11-04T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for hosting several Params Parties each,5,3,21,8,lee0007#8152,Mike Brunt#0745,hanners717#2022,Tam2140#9361,9,18
420,1449,621f79e343b89009366ca02f,2021-11-25T23:00:00.000Z,Lalocripto.eth🏴#8138,iviangita#3204,for the translation team,8,3,21,5,Usua◎ Silver#2618,GideonRo#3175,Parrachia#0450,PhilH#1102,9,18
421,618,621f79e343b89009366c9ca8,2021-11-10T23:00:00.000Z,chuygarcia.eth#6692,divine_comedian#5493,for joining the reward board and defining skills and roles,5,5,21,3,"griff (💜, 💜)#8888",zhiwei#1356,innov8tor3#3988,enti#1546,8,18
422,617,621f79e343b89009366c9ca7,2021-11-10T23:00:00.000Z,Zeptimus#3359,divine_comedian#5493,for joining the reward board and defining skills and roles,8,3,21,8,Maxwe11#7157,zhiwei#1356,Parrachia#0450,shawn#7046,10,18
423,1383,621f79e343b89009366c9fed,2021-11-25T23:00:00.000Z,paxthemax#4454,kristofer#1475,"for looking under the hood of the current shop platform, is the engine worth restoring or should we tow the car to the wrecking yard?",5,13,21,3,lee0007#8152,Mike Brunt#0745,divine_comedian#5493,enti#1546,10,18
424,340,621f79e343b89009366c9b89,2021-11-04T23:00:00.000Z,Nuggan#5183,Mount Manu#3530,for accepting to join the Rewards System Committee,3,21,21,8,bends#3537,missgene#7773,Zeptimus#3359,shawn#7046,13,18
425,859,621f79e343b89009366c9d9f,2021-11-12T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for taking time off their days and taking part in our praise ritual,21,8,8,3,"griff (💜, 💜)#8888",zhiwei#1356,innov8tor3#3988,enti#1546,10,18
426,608,621f79e343b89009366c9c9e,2021-11-10T23:00:00.000Z,chuygarcia.eth#6692,divine_comedian#5493,for hosting param parties,8,8,21,3,"griff (💜, 💜)#8888",zhiwei#1356,innov8tor3#3988,enti#1546,10,18
427,1215,621f79e343b89009366c9f45,2021-11-22T23:00:00.000Z,ALOYSIOUS#3049,Cesar#2892,"for taking the time to fill out the Community Calls survey. This feedback helps us make the calls better! 
@eduardovegap for inviting to Communitas meeting to share the survey with them! 
And for the quick response on allowing me to dish praise!",3,5,21,3,bends#3537,GideonRo#3175,innov8tor3#3988,Vyvy-vi#5040,8,18
428,781,621f79e343b89009366c9d51,2021-11-12T23:00:00.000Z,iviangita#3204,Mount Manu#3530,for taking the most deserved vacation in DAO’s history (doubletriple praise),13,3,21,3,"griff (💜, 💜)#8888",GideonRo#3175,Parrachia#0450,enti#1546,10,18
429,1224,621f79e343b89009366c9f4e,2021-11-22T23:00:00.000Z,durgadas#9280,iviangita#3204,for having their cameras on during the last Community Call,13,21,3,3,Usua◎ Silver#2618,missgene#7773,divine_comedian#5493,Vyvy-vi#5040,10,18
430,1520,621f79e343b89009366ca07b,2021-11-25T23:00:00.000Z,mateodaza#3156,chuygarcia.eth#6692,"for their presentation on Ethereum Colombia yesterday where they proudly represented Giveth <:givepurple:809545200925671485>, Commons Stack <:CommonsStack:835017375405441064> & TEC <:TEC:835016327542210560>",13,21,21,3,Mount Manu#3530,Mike Brunt#0745,hanners717#2022,Vyvy-vi#5040,14,18
431,1597,621f79e343b89009366ca0ce,2021-11-25T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for providing so much value as Stewards of our community,5,8,21,3,lee0007#8152,Mike Brunt#0745,hanners717#2022,Tam2140#9361,9,18
432,804,621f79e343b89009366c9d68,2021-11-12T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for their commitment in hosting Params Parties and their help with the new POAP organization,5,3,21,13,lee0007#8152,Mike Brunt#0745,hanners717#2022,Tam2140#9361,10,18
433,808,621f79e343b89009366c9d6c,2021-11-12T23:00:00.000Z,durgadas#9280,Mount Manu#3530,for the infographics he’s been working on alongside Acidlazzer,13,21,21,3,Usua◎ Silver#2618,missgene#7773,divine_comedian#5493,Vyvy-vi#5040,14,18
434,812,621f79e343b89009366c9d70,2021-11-12T23:00:00.000Z,acidlazzer#5796,Mount Manu#3530,"for jumping into the Communitas WG, helping them with the graphics, and for always being available for everything the TEC needs",3,21,8,8,Maxwe11#7157,Mike Brunt#0745,hanners717#2022,osycross(🦎🦎)#5943,10,18
435,979,621f79e343b89009366c9e48,2021-11-17T23:00:00.000Z,liviade#1387,MS#4235,for helping with questions I had and for letting me steal a couple moments from the meeting :).,3,21,5,3,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,8,18
436,870,621f79e343b89009366c9daa,2021-11-12T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,for the amazing retrospective and for helping so much with recordings,3,5,21,3,bends#3537,liviade#1387,Zeptimus#3359,PhilH#1102,8,18
437,832,621f79e343b89009366c9d84,2021-11-12T23:00:00.000Z,akrtws (TE Academy)#4246,Mount Manu#3530,for all the support and love she shows to the TEC and for bringing us such positive feedback from other TE projects in our ecosystem,13,13,21,3,Usua◎ Silver#2618,GideonRo#3175,innov8tor3#3988,Vyvy-vi#5040,12,18
438,1110,621f79e343b89009366c9edb,2021-11-21T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,for keeping tabs on Shawn YGG and for sending him some elixir recipes,3,8,21,3,bends#3537,liviade#1387,Zeptimus#3359,PhilH#1102,8,18
439,263,621f79e343b89009366c9b3c,2021-11-04T23:00:00.000Z,markop#2007,iviangita#3204,for the amazing tool that they’re building for the TEC,13,13,21,3,lee0007#8152,Mike Brunt#0745,hanners717#2022,Vyvy-vi#5040,12,18
440,849,621f79e343b89009366c9d95,2021-11-12T23:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for taking time off their days and taking part in our praise ritual,3,5,21,3,lee0007#8152,Mike Brunt#0745,hanners717#2022,Tam2140#9361,8,18
441,238,621f79e343b89009366c9b23,2021-11-04T23:00:00.000Z,markop#2007,iviangita#3204,for pushing forward the dashboard updates,8,8,21,3,lee0007#8152,Mike Brunt#0745,hanners717#2022,Vyvy-vi#5040,10,18
442,1104,621f79e343b89009366c9ed5,2021-11-21T23:00:00.000Z,liviade#1387,Mount Manu#3530,for all the behind-the-scenes work they do as Stewards,8,21,5,3,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,9,18
443,35,621f79e343b89009366c9a4c,2021-11-01T23:00:00.000Z,liviade#1387,Tam2140#9361,"for that intense and powerful intro question and the shared experience in Soft Gov.: Self admiration, admiration for others felt so heartfelt.",5,21,8,3,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,9,18
444,347,621f79e343b89009366c9b90,2021-11-04T23:00:00.000Z,Vyvy-vi#5040,Mount Manu#3530,for being a bot hero: everything is possible in his hands,13,8,21,3,Usua◎ Silver#2618,GideonRo#3175,innov8tor3#3988,shawn#7046,11,18
445,481,621f79e343b89009366c9c19,2021-11-07T23:00:00.000Z,iviangita#3204,ZER8🧠#9093,for being so supportive and for offering to help me out with my new social media role at the TEC!,21,8,13,3,"griff (💜, 💜)#8888",GideonRo#3175,Parrachia#0450,enti#1546,11,18
446,1175,621f79e343b89009366c9f1c,2021-11-21T23:00:00.000Z,liviade#1387,Mount Manu#3530,for her cultural work around the Reward System,3,13,21,13,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,12,18
447,1313,621f79e343b89009366c9fa7,2021-11-23T23:00:00.000Z,solsista#5370,durgadas#9280,for being such a great steward and herding the contextualizing cats and cast of the Omega group,5,13,21,3,lee0007#8152,liviade#1387,hanners717#2022,enti#1546,10,18
448,1000,621f79e343b89009366c9e5d,2021-11-17T23:00:00.000Z,akrtws (TE Academy)#4246,ALOYSIOUS#3049,for being so welcoming and supportive across the commons but especially for the hype brought to all the new learners entering TEC. <:thankyou:771482295353737228>,13,13,21,3,Usua◎ Silver#2618,GideonRo#3175,innov8tor3#3988,Vyvy-vi#5040,12,18
449,519,621f79e343b89009366c9c3f,2021-11-08T23:00:00.000Z,osycross(🦎🦎)#5943,chuygarcia.eth#6692,for being new contributors in the Comms WG! We're excited to have you here and we look forward to keep praising you for your valuable contributions to the community <:TEC:835016327542210560>,13,21,5,3,Mount Manu#3530,Mike Brunt#0745,hanners717#2022,Vyvy-vi#5040,10,18
450,113,621f79e343b89009366c9a9a,2021-11-03T23:00:00.000Z,acidlazzer#5796,Tam2140#9361,for the beautiful Steward 2021 - Year of the Hatch POAP! 🐣,5,13,21,3,Maxwe11#7157,Mike Brunt#0745,hanners717#2022,osycross(🦎🦎)#5943,10,18
451,907,621f79e343b89009366c9e00,2021-11-15T23:00:00.000Z,freshelle#9882,hanners717#2022,for also sending over some wonderful applicants for two open job positions! 💗,13,3,21,3,Usua◎ Silver#2618,liviade#1387,hanners717#2022,osycross(🦎🦎)#5943,10,18
452,1046,621f79e343b89009366c9e93,2021-11-18T23:00:00.000Z,freshelle#9882,ZER8🧠#9093,"for searching those twitter mentions, hard work! 🙂",13,3,21,8,Usua◎ Silver#2618,liviade#1387,hanners717#2022,osycross(🦎🦎)#5943,11,18
453,993,621f79e343b89009366c9e56,2021-11-17T23:00:00.000Z,akrtws (TE Academy)#4246,liviade#1387,for kicking off the reward research group with so much fun and commitment. It's an honor to work with you all,13,8,21,3,Usua◎ Silver#2618,GideonRo#3175,innov8tor3#3988,Vyvy-vi#5040,11,18
454,637,621f79e343b89009366c9cbc,2021-11-11T23:00:00.000Z,Tam2140#9361,MS#4235,for yet again helping me begin the day with a very energizing and thought provoking meeting! The background on projects I am currently learning about helps me be more effective and get up to speed way faster.,5,8,21,3,bends#3537,liviade#1387,Zeptimus#3359,PhilH#1102,9,18
455,627,621f79e343b89009366c9cb1,2021-11-10T23:00:00.000Z,liviade#1387,Zeptimus#3359,for being a great team building the reward system for tec🧡🙏,5,21,3,3,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,8,18
456,1131,621f79e343b89009366c9ef0,2021-11-21T23:00:00.000Z,Keytang#9140,Mount Manu#3530,for supporting interest in the TEC and turning that into a nice bridge with Gitcoin’s Kernel,3,21,8,8,bends#3537,Mike Brunt#0745,Zeptimus#3359,osycross(🦎🦎)#5943,10,18
457,1563,621f79e343b89009366ca0ac,2021-11-25T23:00:00.000Z,Vyvy-vi#5040,Mount Manu#3530,for pushing on the Rewards System,8,3,21,8,Usua◎ Silver#2618,GideonRo#3175,innov8tor3#3988,shawn#7046,10,18
458,710,621f79e343b89009366c9d0a,2021-11-12T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,for always being there and organizing everyone and making sure that everybody stays on point,3,8,21,5,bends#3537,liviade#1387,Zeptimus#3359,PhilH#1102,9,18
459,623,621f79e343b89009366c9cad,2021-11-10T23:00:00.000Z,liviade#1387,Jolie_Ze#0295,for helping me stay and feel included here,3,21,3,3,Maxwe11#7157,missgene#7773,divine_comedian#5493,Tam2140#9361,7,18
460,709,621f79e343b89009366c9d09,2021-11-12T23:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,"for the work he’s been doing in Comms, moving towards T.E.A.M., and developing the DAO",13,13,21,3,"griff (💜, 💜)#8888",zhiwei#1356,innov8tor3#3988,enti#1546,12,18
461,360,621f79e343b89009366c9b9d,2021-11-04T23:00:00.000Z,Tam2140#9361,Mount Manu#3530,for continuously showing great judgment and amazing feedback,3,8,21,5,bends#3537,liviade#1387,Zeptimus#3359,PhilH#1102,9,18
462,50,621f79e343b89009366c9a5b,2021-11-02T23:00:00.000Z,kristofer#1475,iviangita#3204,"for adding the Boardroom link to the TEC website, making the votes information more accessible and transparent to the community",3,8,21,13,bends#3537,Mike Brunt#0745,Zeptimus#3359,shawn#7046,11,18
463,356,621f79e343b89009366c9b99,2021-11-04T23:00:00.000Z,acidlazzer#5796,Mount Manu#3530,for making beautiful progress on the decision-making visuals,5,3,21,8,Maxwe11#7157,Mike Brunt#0745,hanners717#2022,osycross(🦎🦎)#5943,9,18
464,1001,621f79e343b89009366c9e5e,2021-11-17T23:00:00.000Z,Cesar#2892,Jolie_Ze#0295,for jumping in a contributing not just with tasks but with this mission and vision for his own project that he's sharing liberally and available to share and collaborate on. You passion is contagious!,13,8,21,5,Usua◎ Silver#2618,AmwFund#0979,Parrachia#0450,enti#1546,11,16
465,134,621f79e343b89009366c9ab1,2021-11-03T23:00:00.000Z,Nuggan#5183,divine_comedian#5493,for their insights and finding solutions in the rewards system development,5,21,13,8,bends#3537,missgene#7773,Zeptimus#3359,shawn#7046,11,16
466,1367,621f79e343b89009366c9fdd,2021-11-25T23:00:00.000Z,Zeptimus#3359,kristofer#1475,for the behind the scenes magic of recording the Rewards WG meetings and putting them out on YouTube,5,8,21,8,Maxwe11#7157,zhiwei#1356,Parrachia#0450,shawn#7046,10,16
467,976,621f79e343b89009366c9e45,2021-11-17T23:00:00.000Z,metaverde#2503,metaverde#2503,for enthusiastically agreeing to take over labs while ygg is otherwise engaged. Yw Griff- on the self praise.,5,21,21,5,Maxwe11#7157,Mike Brunt#0745,Zeptimus#3359,osycross(🦎🦎)#5943,13,16
468,483,621f79e343b89009366c9c1b,2021-11-07T23:00:00.000Z,metaverde#2503,ZER8🧠#9093,for being so supportive and for offering to help me out with my new social media role at the TEC!,5,21,8,8,Maxwe11#7157,Mike Brunt#0745,Zeptimus#3359,osycross(🦎🦎)#5943,10,16
469,1387,621f79e343b89009366c9ff1,2021-11-25T23:00:00.000Z,kristofer#1475,Tam2140#9361,for the excellent praise shower he is dropping on the community!,8,5,21,8,bends#3537,Mike Brunt#0745,Zeptimus#3359,shawn#7046,10,16
470,155,621f79e343b89009366c9ac6,2021-11-03T23:00:00.000Z,iviangita#3204,ZER8🧠#9093,for the Comms work and the amazing guidance they give me,13,21,21,5,"griff (💜, 💜)#8888",GideonRo#3175,Parrachia#0450,enti#1546,15,16
