,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,SCORE 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,SPREAD
42,53,621f79e243b89009366c8d06,2021-09-02T22:00:00.000Z,mheuer#9922,iviangita#3204,for helping with the second Graviton Training,13,8,89,3,Mount Manu#3530,Vyvy-vi#5040,Maxwe11#7157,Nuggan#5183,28,86
43,343,621f79e243b89009366c8e33,2021-09-09T22:00:00.000Z,Nuggan#5183,Mount Manu#3530,for their work in the Params WG 🤖,8,3,89,55,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,38,86
44,228,621f79e243b89009366c8dc0,2021-09-04T22:00:00.000Z,Nuggan#5183,"griff (💜, 💜)#8888",for kicking off the Param Hack sesh and reviewing the current status of all the things,8,3,89,5,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,26,86
45,882,621f79e243b89009366c9073,2021-09-18T22:00:00.000Z,Nuggan#5183,Mount Manu#3530,"for being a motherf*cker (profanity needed to express the intensity of your back end competence, sorry not sorry) 🧙🏻‍♂️",3,5,8,89,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,26,86
46,99,621f79e243b89009366c8d34,2021-09-02T22:00:00.000Z,acidlazzer#5796,iviangita#3204,for all his work on the Youtube thumbnails and Twitter graphics 🤩,21,5,89,13,Mount Manu#3530,enti#1546,bends#3537,Sha#6179,32,84
47,540,621f79e243b89009366c8f06,2021-09-12T22:00:00.000Z,Mount Manu#3530,ALOYSIOUS#3049,for sharing your big hearts and medicinal words in the community hall gathering.  🙏🏾 ❤️  I feel like I fast forwarded through some grief work and am feeling really grateful about how regulated my nervous system feels. <:ThankYou:753828947460096054>,89,5,5,5,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,26,84
48,151,621f79e243b89009366c8d73,2021-09-02T22:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for all their work in Params,21,5,89,5,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,30,84
49,48,621f79e243b89009366c8d01,2021-09-02T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for digesting all the crazy content in the Params and doing a great job cleaning everything,21,5,89,13,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,32,84
50,80,621f79e243b89009366c8d21,2021-09-02T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for his huge help in CCD development,34,5,89,34,lee0007#8152,Vyvy-vi#5040,Maxwe11#7157,Sha#6179,40,84
51,542,621f79e243b89009366c8f08,2021-09-12T22:00:00.000Z,Juankbell#7458,ALOYSIOUS#3049,for sharing your big hearts and medicinal words in the community hall gathering.  🙏🏾 ❤️  I feel like I fast forwarded through some grief work and am feeling really grateful about how regulated my nervous system feels. <:ThankYou:753828947460096054>,89,5,5,8,innov8tor3#3988,liviade#1387,acidlazzer#5796,hanners717#2022,26,84
52,1057,621f79e243b89009366c917a,2021-09-23T22:00:00.000Z,Nuggan#5183,iviangita#3204,for their work in the Params WG,5,21,89,34,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,37,84
53,1007,621f79e243b89009366c9148,2021-09-23T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for pushing the Commons Configuration Dashboard forward,13,5,89,21,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,32,84
54,973,621f79e243b89009366c911c,2021-09-21T22:00:00.000Z,divine_comedian#5493,liviade#1387,"for being a fast learner, for expressing himself with a rare mix of humbleness and confidence, for bringing excellence to everything he does and for being a true commoner, so pleasant to have around! Awesome to have him as a new steward who will help us to maintain the cultural alignment of the TEC 🌟",89,13,8,55,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,41,81
55,991,621f79e243b89009366c9138,2021-09-22T22:00:00.000Z,Nuggan#5183,divine_comedian#5493,for their development progress on the CCD,21,8,89,34,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,38,81
56,63,621f79e243b89009366c8d10,2021-09-02T22:00:00.000Z,shawn#7046,iviangita#3204,for introducing the TEC public good funding to the Chinese-speaking community,8,8,89,8,PhilH#1102,Mettodo#7010,Parrachia#0450,hanners717#2022,28,81
57,27,621f79e243b89009366c8cec,2021-09-01T22:00:00.000Z,Nuggan#5183,divine_comedian#5493,for his mad python skills building the ABC backend,55,8,89,21,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,43,81
58,1005,621f79e243b89009366c9146,2021-09-23T22:00:00.000Z,Juankbell#7458,iviangita#3204,for the incredible turnout for Gravity and the amazing work that he’s doing pushing the conflict management transformation,89,8,13,21,innov8tor3#3988,liviade#1387,acidlazzer#5796,hanners717#2022,32,81
59,702,621f79e243b89009366c8fbf,2021-09-17T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for the amazing push on the dashboard which is starting to come out (and we’re all eager to try it out),13,13,89,13,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,32,76
70,595,621f79e243b89009366c8f3d,2021-09-14T22:00:00.000Z,Nuggan#5183,kristofer#1475,"for writing an excellent Coordinape overview, https://docs.google.com/document/d/1GNwLeHJ90si1IgsHklzcWG3Ma81mPjrdA7mbIZ5iBi0/edit",0,5,55,55,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,38,55
76,1302,621f79e243b89009366c927e,2021-09-24T22:00:00.000Z,eduardovegap#0422,amanwithwings#0165,for being so helpful and welcome on my onboarding,8,1,55,8,Zeptimus#3359,enti#1546,Parrachia#0450,divine_comedian#5493,18,54
77,167,621f79e243b89009366c8d83,2021-09-02T22:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for always taking care of the streaming,1,13,55,21,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,22,54
78,334,621f79e243b89009366c8e2a,2021-09-09T22:00:00.000Z,Tam2140#9361,Mount Manu#3530,for waking up really early to get to work ☕,55,3,8,1,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Sha#6179,16,54
79,799,621f79e243b89009366c9020,2021-09-17T22:00:00.000Z,kristofer#1475,Mount Manu#3530,for conscientious and meticulous work in always catching every detail,55,1,13,5,innov8tor3#3988,enti#1546,Parrachia#0450,divine_comedian#5493,18,54
80,423,621f79e243b89009366c8e83,2021-09-09T22:00:00.000Z,liviade#1387,Mount Manu#3530,for developing the Communitas WG 🎖️,13,1,55,3,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,18,54
81,714,621f79e243b89009366c8fcb,2021-09-17T22:00:00.000Z,Suga#8514,Mount Manu#3530,for the new Communitas WG 🏘️,8,8,55,3,Mount Manu#3530,liviade#1387,Parrachia#0450,Nuggan#5183,18,52
82,1340,621f79e243b89009366c92a4,2021-09-27T22:00:00.000Z,r33pich33p#6906,Suga#8514,for super successful Hatcher outreach for voting on the 75% Governance Giveback proposal! Highest voter turnout to date!,55,5,13,3,Mount Manu#3530,Vyvy-vi#5040,teaci#6108,Nuggan#5183,19,52
83,28,621f79e243b89009366c8ced,2021-09-01T22:00:00.000Z,markop#2007,divine_comedian#5493,for his constant design work and ideation,55,5,8,3,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,17,52
84,1332,621f79e243b89009366c929c,2021-09-27T22:00:00.000Z,r33pich33p#6906,iviangita#3204,for doing Hatcher outreach to get votes on the 75% Governance Giveback proposal 🙏🏼,55,8,5,3,Mount Manu#3530,Vyvy-vi#5040,teaci#6108,Nuggan#5183,17,52
85,1161,621f79e243b89009366c91e2,2021-09-23T22:00:00.000Z,markop#2007,iviangita#3204,for incorporating the CCD’s user testing feedback into the actual tool,55,13,13,3,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,21,52
86,717,621f79e243b89009366c8fce,2021-09-17T22:00:00.000Z,iviangita#3204,Mount Manu#3530,for her work on Twitter AND on the SWAG shop <:CommonsStack:835017375405441064> <:TEC_green:835409757183279134> 👫,21,3,55,13,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,23,52
87,1,621f79e243b89009366c8ccd,2021-08-31T22:00:00.000Z,monstrosity#5714,chuygarcia.eth#6692,for launching Agave <:AlvinBright:842140083179749426>,34,3,8,55,PhilH#1102,AmwFund#0979,acidlazzer#5796,hanners717#2022,25,52
88,362,621f79e243b89009366c8e46,2021-09-09T22:00:00.000Z,iviangita#3204,Mount Manu#3530,for all the work that she does in Twitter and social media 🐦,21,3,55,13,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,23,52
89,1316,621f79e243b89009366c928c,2021-09-26T22:00:00.000Z,r33pich33p#6906,Tam2140#9361,for taking the time to reach out to Hatchers about the vote today!,55,5,5,3,Mount Manu#3530,Vyvy-vi#5040,teaci#6108,Nuggan#5183,17,52
90,1106,621f79e243b89009366c91ab,2021-09-23T22:00:00.000Z,Tam2140#9361,iviangita#3204,for coordinating everything,55,3,5,34,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Sha#6179,24,52
91,162,621f79e243b89009366c8d7e,2021-09-02T22:00:00.000Z,markop#2007,Mount Manu#3530,for improving the dashboard,55,5,13,3,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,19,52
92,841,621f79e243b89009366c904a,2021-09-18T22:00:00.000Z,Suga#8514,Mount Manu#3530,for being consistent with their support of TEC and always showing up to build and develop our community 🎖️ <:TEC_green:835409757183279134> 📈,8,3,55,3,Mount Manu#3530,liviade#1387,Parrachia#0450,Nuggan#5183,17,52
93,1081,621f79e243b89009366c9192,2021-09-23T22:00:00.000Z,liviade#1387,iviangita#3204,for all their work in integrating the reward and the praise and the SourceCred,13,3,55,3,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,18,52
94,52,621f79e243b89009366c8d05,2021-09-02T22:00:00.000Z,acidlazzer#5796,iviangita#3204,for helping with the second Graviton Training,55,3,5,8,Mount Manu#3530,enti#1546,bends#3537,Sha#6179,17,52
95,204,621f79e243b89009366c8da8,2021-09-02T22:00:00.000Z,markop#2007,Mount Manu#3530,for being the under-the-hood master of design behind the Commons Config Dashboard,55,13,13,5,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,21,50
96,537,621f79e243b89009366c8f01,2021-09-11T22:00:00.000Z,Nuggan#5183,"griff (💜, 💜)#8888",for hacking on the Sunday Funday Params Party - aka the 4 hour hack sesh,5,13,55,55,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,32,50
97,705,621f79e243b89009366c8fc2,2021-09-17T22:00:00.000Z,Tam2140#9361,Mount Manu#3530,for the great work on replacing people’s addresses 🔍,8,8,55,5,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Sha#6179,19,50
98,1347,621f79e243b89009366c92ab,2021-09-27T22:00:00.000Z,Juankbell#7458,mheuer#9922,"for his very informative, insightful, and easy to follow talk about conflict management 🙌",55,5,5,13,innov8tor3#3988,liviade#1387,acidlazzer#5796,hanners717#2022,19,50
99,319,621f79e243b89009366c8e1b,2021-09-07T22:00:00.000Z,kristofer#1475,liviade#1387,for the amazing session he facilitated and for putting all the reward system content in a visual map  for us to dive deeper into the plan for implementation!!,55,5,21,34,innov8tor3#3988,enti#1546,Parrachia#0450,divine_comedian#5493,28,50
100,604,621f79e243b89009366c8f4e,2021-09-15T22:00:00.000Z,kristofer#1475,Tam2140#9361,for rolling up his sleeves and getting into the details of functional feasibility for rolling Praise up into SourceCred. The clarity and your attention to detail is off the charts.,55,5,34,13,innov8tor3#3988,enti#1546,Parrachia#0450,divine_comedian#5493,26,50
101,1144,621f79e243b89009366c91d1,2021-09-23T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for taking issues to work on in the reward system,21,5,55,34,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,28,50
102,68,621f79e243b89009366c8d15,2021-09-02T22:00:00.000Z,JessicaZartler#2263,iviangita#3204,for being part of the Crypto Commons Gathering and representing the TEC,5,13,55,8,Zeptimus#3359,AmwFund#0979,Parrachia#0450,hanners717#2022,20,50
103,337,621f79e243b89009366c8e2d,2021-09-09T22:00:00.000Z,shawn#7046,Mount Manu#3530,for his amazing work on the proposal inverter,13,13,55,8,PhilH#1102,Mettodo#7010,Parrachia#0450,hanners717#2022,22,47
104,538,621f79e243b89009366c8f02,2021-09-11T22:00:00.000Z,ygg_anderson#4998,"griff (💜, 💜)#8888",for hacking on the Sunday Funday Params Party - aka the 4 hour hack sesh,8,13,8,55,PhilH#1102,AmwFund#0979,teaci#6108,hanners717#2022,21,47
105,831,621f79e243b89009366c9040,2021-09-18T22:00:00.000Z,Nuggan#5183,Mount Manu#3530,for supporting Fabio on back end 🧑🏻‍💻 👨🏻‍💻 🧑🏻‍💻,8,13,21,55,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,24,47
106,347,621f79e243b89009366c8e37,2021-09-09T22:00:00.000Z,AmwFund#0979,Mount Manu#3530,for taking on the Gitcoin grant 🙏🏻,13,21,21,55,PhilH#1102,Vyvy-vi#5040,Parrachia#0450,hanners717#2022,27,42
107,536,621f79e243b89009366c8f00,2021-09-11T22:00:00.000Z,divine_comedian#5493,"griff (💜, 💜)#8888",for hacking on the Sunday Funday Params Party - aka the 4 hour hack sesh,34,13,34,55,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,34,42
162,1133,621f79e243b89009366c91c6,2021-09-23T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for all the visibility the TEC is having,34,1,8,3,Zeptimus#3359,enti#1546,acidlazzer#5796,divine_comedian#5493,11,33
163,281,621f79e243b89009366c8df5,2021-09-06T22:00:00.000Z,eduardovegap#0422,anna-marie#8824,for springing the community WG forwards...,8,1,34,5,Zeptimus#3359,enti#1546,Parrachia#0450,divine_comedian#5493,12,33
164,766,621f79e243b89009366c8fff,2021-09-17T22:00:00.000Z,kristofer#1475,Mount Manu#3530,for leading today’s reward system call 🙏🏻,34,1,5,13,innov8tor3#3988,enti#1546,Parrachia#0450,divine_comedian#5493,13,33
165,1159,621f79e243b89009366c91e0,2021-09-23T22:00:00.000Z,pKrepe#5682,iviangita#3204,for incorporating the CCD’s user testing feedback into the actual tool,8,8,1,34,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,12,33
166,82,621f79e243b89009366c8d23,2021-09-02T22:00:00.000Z,liviade#1387,iviangita#3204,for taking on Legal while Santi was away,13,1,34,5,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,13,33
167,1210,621f79e243b89009366c9213,2021-09-23T22:00:00.000Z,liviade#1387,iviangita#3204,"for posting the glossary, making it really easy to pick something up",5,1,34,3,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,10,33
168,892,621f79e243b89009366c907d,2021-09-18T22:00:00.000Z,markop#2007,Mount Manu#3530,for holding up the fort in Params 🙌🏻,34,1,5,3,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,10,33
169,974,621f79e243b89009366c911d,2021-09-21T22:00:00.000Z,Tam2140#9361,liviade#1387,for keeping this beautiful ritual of verbal praise to new stewards and for facilitating time so gracefully,34,5,13,3,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Sha#6179,13,31
170,245,621f79e243b89009366c8dd1,2021-09-05T22:00:00.000Z,Juankbell#7458,Zeptimus#3359,"for recording common swarm call, thanks you so much for being so reliable juan🧡",34,3,8,5,innov8tor3#3988,liviade#1387,acidlazzer#5796,hanners717#2022,12,31
171,954,621f79e243b89009366c9109,2021-09-21T22:00:00.000Z,eduardovegap#0422,Zeptimus#3359,for a transparency budget debate 😄,34,3,21,5,Zeptimus#3359,enti#1546,Parrachia#0450,divine_comedian#5493,15,31
172,1134,621f79e243b89009366c91c7,2021-09-23T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for all the visibility the TEC is having,34,5,3,21,Zeptimus#3359,liviade#1387,bends#3537,Usua◎ Silver#2618,15,31
173,1158,621f79e243b89009366c91df,2021-09-23T22:00:00.000Z,VitorNunes#0090,iviangita#3204,for incorporating the CCD’s user testing feedback into the actual tool,5,3,5,34,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,11,31
174,982,621f79e243b89009366c912f,2021-09-22T22:00:00.000Z,Nuggan#5183,divine_comedian#5493,for all the work he does in various projects,3,13,5,34,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,13,31
175,544,621f79e243b89009366c8f0a,2021-09-12T22:00:00.000Z,"griff (💜, 💜)#8888",akrtws (TE Academy)#4246,"for adding TE Academy to CommonsStack Conviction voting and sending out reminders to vote! You should vote, too!",5,3,5,34,lee0007#8152,Vyvy-vi#5040,Maxwe11#7157,Sha#6179,11,31
176,948,621f79e243b89009366c9103,2021-09-20T22:00:00.000Z,liviade#1387,Juankbell#7458,for being an inspiration towards building a structure for Gravity and strategies to foster transparency,13,3,34,3,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,13,31
177,984,621f79e243b89009366c9131,2021-09-22T22:00:00.000Z,liviade#1387,divine_comedian#5493,for her constant contributions and insight into the cultural layers of web3 development,8,3,34,3,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,12,31
178,557,621f79e243b89009366c8f17,2021-09-12T22:00:00.000Z,iviangita#3204,liviade#1387,"for her care and proactivity with details, the TEC wouldn't be so harmonious and coherent if it wasn't for her",34,3,8,21,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,16,31
179,320,621f79e243b89009366c8e1c,2021-09-07T22:00:00.000Z,Nuggan#5183,liviade#1387,for offering to help with the reward systems!!,3,8,34,8,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,13,31
180,1183,621f79e243b89009366c91f8,2021-09-23T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,for the great developments that he’s been doing,3,3,5,34,PhilH#1102,AmwFund#0979,teaci#6108,hanners717#2022,11,31
181,380,621f79e243b89009366c8e58,2021-09-09T22:00:00.000Z,markop#2007,Mount Manu#3530,for making the CCD beautiful 🦄,34,8,13,3,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,14,31
182,1328,621f79e243b89009366c9298,2021-09-26T22:00:00.000Z,Nuggan#5183,David (please DYOR...)#4116,for working hard for the TEC and their great ideas.,3,34,5,8,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,12,31
183,848,621f79e243b89009366c9051,2021-09-18T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for being consistent with their support of TEC and always showing up to build and develop our community 🎖️ <:TEC_green:835409757183279134> 📈,8,5,3,34,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,12,31
184,1421,621f79e243b89009366c92f5,2021-09-29T22:00:00.000Z,Juankbell#7458,David (please DYOR...)#4116,for helping polish the Graviton tweets,34,3,5,8,innov8tor3#3988,liviade#1387,acidlazzer#5796,hanners717#2022,12,31
185,14,621f79e243b89009366c8cda,2021-09-01T22:00:00.000Z,iviangita#3204,anna-marie#8824,for sorting out my TECH swag like ninjas!,21,3,34,13,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,17,31
186,798,621f79e243b89009366c901f,2021-09-17T22:00:00.000Z,natesuits#4789,Mount Manu#3530,for their work in Params which makes the TEC's mission possible 🥲,34,3,8,13,Mount Manu#3530,Mettodo#7010,bends#3537,Sha#6179,14,31
187,747,621f79e243b89009366c8fec,2021-09-17T22:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for rocking the RV and for his talk at DEVCON 🚚,8,3,34,34,lee0007#8152,Vyvy-vi#5040,Maxwe11#7157,Sha#6179,19,31
188,460,621f79e243b89009366c8ea8,2021-09-09T22:00:00.000Z,AmwFund#0979,Mount Manu#3530,for doing a great job overall in the TEC community 🎖️,3,5,13,34,PhilH#1102,Vyvy-vi#5040,Parrachia#0450,hanners717#2022,13,31
189,384,621f79e243b89009366c8e5c,2021-09-09T22:00:00.000Z,fabi#2426,Mount Manu#3530,for working super hard on the CCD’s development  🦾,34,13,8,3,PhilH#1102,liviade#1387,bends#3537,Nuggan#5183,14,31
190,1355,621f79e243b89009366c92b3,2021-09-28T22:00:00.000Z,liviade#1387,kristofer#1475,for taking on to describe and propose the *Rules of Praise and Quantification*,21,3,34,5,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,15,31
191,46,621f79e243b89009366c8cff,2021-09-02T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for holding down transparency in such a good way and coming in the Treasury Management and always coming in every room with the Transparency hat on,5,13,34,3,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,13,31
192,352,621f79e243b89009366c8e3c,2021-09-09T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for leading the Agave outreach 💸,34,5,3,13,innov8tor3#3988,liviade#1387,Maxwe11#7157,hanners717#2022,13,31
193,605,621f79e243b89009366c8f4f,2021-09-15T22:00:00.000Z,Stefano#8400,Mount Manu#3530,for doing user testing on our CCD!,13,8,3,34,PhilH#1102,AmwFund#0979,teaci#6108,hanners717#2022,14,31
194,1381,621f79e243b89009366c92cd,2021-09-28T22:00:00.000Z,Mount Manu#3530,solsista#5370,"for participating and giving super valuable insights/synthesis on how to instantiate, implement the two initiatives",34,3,5,13,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,13,31
195,436,621f79e243b89009366c8e90,2021-09-09T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for being a critical person in the project 🏆,21,3,34,34,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,23,31
196,1389,621f79e243b89009366c92d5,2021-09-28T22:00:00.000Z,Paul Haas#7536,Vyvy-vi#5040,"for the interesting suggestions about the TEC ecosystem, and cross-DAO interactions between token engineers. And for opening this proposal and getting the conversation started - https://snapshot.org/#/tecommons.eth/proposal/QmRDY8mUk3geTaKByTT5qvSe7pJtcmUTsLNafNxYRzCnUZ",8,13,3,34,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,14,31
197,60,621f79e243b89009366c8d0d,2021-09-02T22:00:00.000Z,ddan#2489,iviangita#3204,for helping with the second Graviton Training,21,34,3,5,Mount Manu#3530,Vyvy-vi#5040,teaci#6108,Sha#6179,15,31
198,1392,621f79e243b89009366c92d8,2021-09-29T22:00:00.000Z,iviangita#3204,Zeptimus#3359,for all the support on every document with feedback and spelling🙏  🧡,21,3,34,13,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,17,31
199,602,621f79e243b89009366c8f4c,2021-09-15T22:00:00.000Z,natesuits#4789,Mount Manu#3530,"for an extremely thorough, 3-paragraph response to 3 complex questions asked by a new user 🙏🏻  above and beyond, as usual 🧑🏻‍🚀",34,13,5,3,Mount Manu#3530,Mettodo#7010,bends#3537,Sha#6179,13,31
200,1397,621f79e243b89009366c92dd,2021-09-29T22:00:00.000Z,Nuggan#5183,chuygarcia.eth#6692,for their support and engagement in the discussion around 75% governance,3,13,13,34,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,15,31
201,57,621f79e243b89009366c8d0a,2021-09-02T22:00:00.000Z,natesuits#4789,iviangita#3204,for helping with the second Graviton Training,34,3,8,8,Mount Manu#3530,Mettodo#7010,bends#3537,Sha#6179,13,31
